REPORT_NO,CONTRIB_TYPE,CONTRIB_CODE,PERSON_ID,VEHICLE_ID
AE47270033,Person,07,f7e14f7d-0b06-45ef-85e2-4c6f955cf250,
AC11520011,Person,00,20cb9e5e-d3f5-42db-a03c-a8a818fbc431,
AC11520011,Person,00,7cfa0a4d-7d46-4b01-a1ec-83e01ab147b8,
MSP58580056,Person,00,fba88c8f-d88d-48d7-ad1b-bdec5bafa2de,
MSP58580056,Person,22,69b67814-a5d4-4863-a2da-38bcbf14ee3e,
MSP58580056,Person,07,69b67814-a5d4-4863-a2da-38bcbf14ee3e,
MSP58580056,Person,21,69b67814-a5d4-4863-a2da-38bcbf14ee3e,
MSP5679007L,Person,21,0195113f-9196-4608-a91e-dbee0d77113a,
MSP5679007L,Person,09,0195113f-9196-4608-a91e-dbee0d77113a,
MSP6163001W,Person,01,11bc4cd3-a322-484a-a4dc-f8cbdf5eaac4,
DA3800000G,Person,00,b4c40ce6-8fd0-42e6-8dd0-fb1e7098593a,
DA3800000G,Person,60.88,b6a98c19-a5e3-4454-873f-418f75504d3c,
DA3800000G,Person,07,b6a98c19-a5e3-4454-873f-418f75504d3c,
MSP6092008T,Person,24,de644f3c-d055-4105-a38d-48140e61a0fb,
MSP6092008T,Person,73.88,de644f3c-d055-4105-a38d-48140e61a0fb,
DA3635000D,Person,00,525a9b4b-22c2-40c1-9d64-a592493595de,
DA3635000D,Person,00,a8112701-aa35-469e-8ce2-862e58756e4e,
DA3916000K,Person,00,8432cab5-5c38-475a-869e-82cdd1211df3,
DA3916000K,Person,60.88,a16aa69e-d9f2-4e51-8e37-13bb308ec8e9,
MSP6176001H,Person,00,908916bb-39ea-4b14-be38-f486db207af8,
MSP6176001H,Person,23,821842b1-14b0-47a6-a350-aef5866217ca,
MSP6176001H,Person,60.88,821842b1-14b0-47a6-a350-aef5866217ca,
MSP6176001H,Person,11,821842b1-14b0-47a6-a350-aef5866217ca,
MSP6108001K,Person,00,10819732-d8af-432e-b0c7-aff847eb6cc5,
MSP6108001K,Person,21,63e64248-d3f4-4e65-bb0a-66938baacb5f,
MSP6108001K,Person,22,63e64248-d3f4-4e65-bb0a-66938baacb5f,
MCP2757000S,Person,02,f6d7ea65-7ed9-403f-88c2-c1edb31bc30f,
AE5560000G,Person,09,7d2c1d0b-1cbd-4204-a9da-3b38039a6709,
AE5560000G,Person,07,7d2c1d0b-1cbd-4204-a9da-3b38039a6709,
AE5488000H,Person,60.88,9b7a69ab-8670-4c70-a32e-feafacec7a27,
DA3588000L,Person,00,529f7156-a810-4256-8fe1-523c755514ec,
DA3588000L,Person,40.88,20f41cdc-6d25-4234-b561-d8c1ba2d4d28,
DA3588000L,Person,14,20f41cdc-6d25-4234-b561-d8c1ba2d4d28,
DA3588000L,Person,07,20f41cdc-6d25-4234-b561-d8c1ba2d4d28,
DA3588000L,Person,06,20f41cdc-6d25-4234-b561-d8c1ba2d4d28,
ZJ0488000D,Person,00,ac5410fe-6033-47ab-9b70-b8230ac422e5,
MCP1580003L,Person,00,8230d1c3-c478-47e9-8c3b-019b9b652fde,
MCP1580003L,Person,22,676cf2c3-6d48-4886-96b0-84a1f2e48c21,
MCP1580003L,Person,07,676cf2c3-6d48-4886-96b0-84a1f2e48c21,
ADJ4740012,Person,22,17d6fcad-2e95-4584-b767-e6f0c709e416,
ADJ4740012,Person,07,17d6fcad-2e95-4584-b767-e6f0c709e416,
ADJ4740012,Person,00,4935099b-f21e-4f48-8dd8-8a80aa48dac0,
MSP6207000Q,Person,00,68576118-a82f-4fe7-8b17-2a2f281f3b46,
DA3714000F,Person,07,69b69d44-c29d-46c2-b418-d03fc9b492e5,
DA3381000B,Person,07,df14a1a0-33b6-46d8-8f57-7357314cc5e5,
ZJ03420006,Person,00,04eede1e-a54e-4d05-a1ed-907635d2dbb9,
CC02360008,Person,21,cb78daf9-6db9-46e3-bdbe-bc9231d5cecc,
CC02360008,Person,22,cb78daf9-6db9-46e3-bdbe-bc9231d5cecc,
CC02360008,Person,07,cb78daf9-6db9-46e3-bdbe-bc9231d5cecc,
CC02360008,Person,00,b491c3cd-57de-4721-931e-5cfa3f1bf0a3,
CC0219000N,Person,60.88,1487ded1-d6c8-40b0-8e36-afa10a253fff,
CC0219000N,Person,22,1487ded1-d6c8-40b0-8e36-afa10a253fff,
CC0219000N,Person,21,1487ded1-d6c8-40b0-8e36-afa10a253fff,
CC0219000N,Person,07,1487ded1-d6c8-40b0-8e36-afa10a253fff,
CC0219000N,Person,00,42ab5df1-080b-46b1-8a4a-d1c7cf74656a,
CC0219000N,Person,00,5590a0e6-e0cf-4347-8a62-9c121ef181ee,
AE5470000B,Person,21,a046ea82-d64a-44b9-87fb-6e59f8c067b9,
AE5470000B,Person,15,a046ea82-d64a-44b9-87fb-6e59f8c067b9,
AE5470000B,Person,09,a046ea82-d64a-44b9-87fb-6e59f8c067b9,
MSP6501000M,Person,00,bf37eded-6bb3-400c-9bcb-f064bbe8ac0e,
ZP0297000B,Person,00,2d104a6e-fad8-45df-8eed-d9fdfe840e70,
ADD721001T,Person,00,4b5a5d29-5a36-47aa-bb48-cc9d1ff97ce7,
ADD721001T,Person,74.88,264e3af7-2637-4a8b-b0d0-cc7fa96dfb76,
ADJ4360008,Person,00,d64046bc-639c-4e02-8d4a-c1a071ad8aa5,
AC19190027,Person,00,ca1c184a-30ed-4a17-84c4-d1ee0d37f3fc,
MSP6279004X,Person,00,beeb6139-d7eb-478e-af31-360f27e9bcb7,
AE44240029,Person,00,5c1ea67a-dff8-47c0-9372-669322003f12,
AE44240029,Person,07,240d9cf3-d4fa-4579-b259-09fe21f43339,
AE44240029,Person,21,240d9cf3-d4fa-4579-b259-09fe21f43339,
AE44240029,Person,22,240d9cf3-d4fa-4579-b259-09fe21f43339,
CB55650006,Person,07,8b227614-31d1-4b54-83e6-ab4f9bc021d8,
CB55650006,Person,01,8b227614-31d1-4b54-83e6-ab4f9bc021d8,
AE4961001Z,Person,00,24cc78b7-e69d-485f-b8dd-20b124dea666,
AE4961001Z,Person,00,e029ee4a-e741-40f0-866e-d63facddfd6e,
MSP6462000F,Person,00,bd65546d-99b0-47cc-9172-c646f8e872ec,
MSP6462000F,Person,07,76790f79-919c-4ba8-880e-fa4cebc50744,
MSP6462000F,Person,21,76790f79-919c-4ba8-880e-fa4cebc50744,
MSP6462000F,Person,60.88,76790f79-919c-4ba8-880e-fa4cebc50744,
AC1919002B,Person,00,9739b40c-bb4b-469a-898a-c52a2ec33bee,
AC1919002B,Person,22,e2ba14e6-717d-4ed9-9d66-c01021fa6c14,
DA36210001,Person,00,a93df3d0-4321-4bc5-b2cc-f4ce5b8f6f45,
ZJ0452000C,Person,60.88,5eb3862c-0777-4f5d-a0b5-72319419aed8,
ZJ0452000C,Person,07,5eb3862c-0777-4f5d-a0b5-72319419aed8,
ZJ0452000C,Person,05,5eb3862c-0777-4f5d-a0b5-72319419aed8,
MSP6200001Q,Person,00,74df8d40-5acd-4aff-8a20-15218d614950,
MSP6200001Q,Person,00,3d62c5fe-029c-4348-969d-c22401f69473,
AE58150005,Person,60.88,6197c94d-e382-4757-b077-baf08337dff6,
ZR0267000B,Person,07,dbad028b-6409-4589-8644-8fbbc40d5dc0,
BS04170009,Person,00,e4647ee9-3ede-44f6-bf93-488210405491,
ZL09900006,Person,39.88,78faaf69-56bf-4c41-b78e-886e04551590,
AC20110012,Person,00,f4f21197-8857-4ad1-9263-285787a50fbb,
AC20110012,Person,02,b98e8543-51fe-4d85-b586-0c1fc08b6e19,
MSP6163001X,Person,39.88,6c3b1cb3-1bf6-4cea-8821-d21020424aa6,
MSP6163001X,Person,01,6c3b1cb3-1bf6-4cea-8821-d21020424aa6,
MSP63790016,Person,00,995e0e6c-07ed-4e70-91e5-f1bc26348d98,
MSP63790016,Person,00,d22270c1-3597-4a2b-9ae8-21f52ca59ae4,
MSP63790016,Person,60.88,b327754c-773b-49b2-9ede-645b7ac60ac1,
MSP63790016,Person,22,b327754c-773b-49b2-9ede-645b7ac60ac1,
MSP63790016,Person,07,b327754c-773b-49b2-9ede-645b7ac60ac1,
MSP53340030,Person,00,1438d944-b99d-499c-9b01-4bd237e1b476,
MSP53340030,Person,60.88,5bb9d551-50a4-442e-a0c0-93186beb65c0,
MSP53340030,Person,22,5bb9d551-50a4-442e-a0c0-93186beb65c0,
MSP53340030,Person,21,5bb9d551-50a4-442e-a0c0-93186beb65c0,
MSP53340030,Person,07,5bb9d551-50a4-442e-a0c0-93186beb65c0,
MSP6059004X,Person,00,23c2e633-a476-42be-96c7-306cad1c2f7d,
MSP6059004X,Person,00,7fb73eb7-f61f-4aea-b70c-f76660b2506e,
MSP6059004X,Person,60.88,e016ad6a-7e7b-40eb-a68e-5eb91250f329,
MSP6059004X,Person,21,e016ad6a-7e7b-40eb-a68e-5eb91250f329,
MSP6059004X,Person,18,e016ad6a-7e7b-40eb-a68e-5eb91250f329,
MSP6059004X,Person,09,e016ad6a-7e7b-40eb-a68e-5eb91250f329,
MSP6059004X,Person,07,e016ad6a-7e7b-40eb-a68e-5eb91250f329,
MSP5839003C,Person,00,b8fa9b89-0956-44b9-8a59-0d75adcb26ff,
MSP5839003C,Person,07,5d822d3e-4587-4f9b-a711-99a2e9095b83,
MSP5839003C,Person,09,5d822d3e-4587-4f9b-a711-99a2e9095b83,
MSP5839003C,Person,21,5d822d3e-4587-4f9b-a711-99a2e9095b83,
MSP5839003C,Person,24,5d822d3e-4587-4f9b-a711-99a2e9095b83,
MSP5839003C,Person,60.88,5d822d3e-4587-4f9b-a711-99a2e9095b83,
AC09850015,Person,60.88,5813b2be-c4b6-4969-b50e-0040a20d46bf,
AC09850015,Person,00,7aaf0c37-8bff-407c-bac1-b7d9f15988ad,
MSP6328002T,Person,00,1a7dfe74-ea61-4ce5-9b30-2ae6a21f6647,
MSP6328002T,Person,60.88,318ce795-8e70-46f9-b212-58deab7a79a9,
MSP6328002T,Person,24,318ce795-8e70-46f9-b212-58deab7a79a9,
MSP6328002T,Person,09,318ce795-8e70-46f9-b212-58deab7a79a9,
MSP6328002T,Person,07,318ce795-8e70-46f9-b212-58deab7a79a9,
AC09850013,Person,60.88,0ec05094-c8cb-4c60-b62d-075631d91e1d,
CB4906000R,Person,00,09b3c8be-76c6-45e4-910d-8d6960b89bd8,
CB4906000R,Person,12,cc1982bd-9f3b-4540-9538-fc05774feb79,
MSP5924002Y,Person,00,d6cef7b9-41ab-4af6-ba32-961d05b55c98,
MSP5924002Y,Person,70.88,58526f23-31f0-4f98-9467-5c3e480e6c07,
MSP5924002Y,Person,60.88,58526f23-31f0-4f98-9467-5c3e480e6c07,
MSP5924002Y,Person,24,58526f23-31f0-4f98-9467-5c3e480e6c07,
MSP5924002Y,Person,07,58526f23-31f0-4f98-9467-5c3e480e6c07,
AE5525001H,Person,00,acd1724a-944a-46eb-9c8d-a9171c7ad8b1,
AE5525001H,Person,07,314aedeb-da4e-4ed5-8174-3ff1c6442a30,
AE5525001H,Person,15,314aedeb-da4e-4ed5-8174-3ff1c6442a30,
AE5525001H,Person,39.88,314aedeb-da4e-4ed5-8174-3ff1c6442a30,
AE5525001H,Person,73.88,314aedeb-da4e-4ed5-8174-3ff1c6442a30,
AE5525001H,Person,60.88,314aedeb-da4e-4ed5-8174-3ff1c6442a30,
AE5525001H,Person,21,314aedeb-da4e-4ed5-8174-3ff1c6442a30,
AC20450008,Person,00,d440e365-de1f-4d9b-b547-40147a209dfe,
AC20450008,Person,00,73397cc7-ab9f-44e7-af0d-9adba7d43f54,
MSP14610008,Person,00,f6763563-6b1a-413e-9743-838040b9783e,
MSP14610008,Person,00,c84ef686-c9ac-4df1-842c-5587b37956c5,
DE11630002,Person,00,3ec3e8a2-84a8-4e60-8878-d6bef354c350,
MSP6368002N,Person,60.88,c34d7bee-deba-4d0f-8a02-f54f6a9a18e4,
MSP6368002N,Person,07,c34d7bee-deba-4d0f-8a02-f54f6a9a18e4,
MSP6368002N,Person,15,c34d7bee-deba-4d0f-8a02-f54f6a9a18e4,
AC20130018,Person,22,8c0c3b3c-b360-4716-964a-d8b27153e441,
MSP5861002G,Person,00,85d5bf25-24ed-4693-bdb0-7b967dac0220,
MSP5861002G,Person,00,99ee8bc4-82d6-4fe4-9147-776b8749f98c,
MSP5861002G,Person,07,73ddadd3-2a79-41bd-8315-ffbd6fc0fc55,
MSP54590032,Person,00,24baff85-4381-49c6-a046-4a58207d7f98,
MSP54590032,Person,07,75c89520-6188-4df8-8854-81ebba85175e,
MSP54590033,Person,00,4a6bf759-4953-4921-a670-ec2d47ab0d88,
MSP54590033,Person,00,69612401-83d7-4f02-a02a-17aa7c1b94ce,
MDTA0540000G,Person,00,0f912916-b3a8-4a33-acf0-bc6f12f9d6e8,
MDTA0540000G,Person,00,20a2bb94-8f4c-4e43-bbb6-c34d40cb4c60,
MDTA0540000G,Person,22,3df8f56e-38fd-425c-8a45-32fb027cc689,
MDTA0540000G,Person,21,3df8f56e-38fd-425c-8a45-32fb027cc689,
AE45190011,Person,00,5046259f-d538-4e70-a4ee-70ec8e1b994f,
AE45190011,Person,22,39d7203f-a281-4437-847c-cc385238fd9a,
AE45190011,Person,07,39d7203f-a281-4437-847c-cc385238fd9a,
AE45190011,Person,00,0c9cf018-b258-4602-a21e-3fac1dc99f39,
AE39050034,Person,00,bad15b60-c8f5-453e-b4b7-6db6637ad142,
AE39050034,Person,11,de3103a8-5136-47e4-b736-26c563363a04,
CTX315001M,Person,00,a8e5844f-f4eb-4fcf-beea-32d8f7142ada,
MSP6108001C,Person,00,efa53ccb-1920-4b4d-bb57-6c3f69be4846,
MSP6108001C,Person,22,e7f57d3e-da31-4fd4-8b82-42aed63d3040,
MCP23890006,Person,07,869f9fd8-588b-4fa2-a508-e130e9f31af9,
MSP6299003P,Person,74.88,b2f2b6e0-9eab-4fcc-a13f-ba24a9a0a552,
MSP6299003P,Person,73.88,b2f2b6e0-9eab-4fcc-a13f-ba24a9a0a552,
MSP6299003P,Person,39.88,b2f2b6e0-9eab-4fcc-a13f-ba24a9a0a552,
ADI309000H,Person,00,6edd6a08-6513-41d2-a0e4-ed00b8805fe8,
ADI309000H,Person,00,5cd6521e-9621-4e72-80f0-f617930cd29b,
MSP6289001T,Person,06,32293769-07d4-44f6-992e-4f83c72c9ece,
AC20620006,Person,00,8e6f9580-a4cf-44e9-8fb5-e5b9e8dff994,
AC20620006,Person,60.88,a9f16caa-7923-401e-a162-9f1a359453ba,
